"";"id";"time";"activityrecognition#0";"activityrecognition#1";"android.sensor.accelerometer#mean";"android.sensor.accelerometer#min";"android.sensor.accelerometer#max";"android.sensor.accelerometer#std";"android.sensor.game_rotation_vector#mean";"android.sensor.game_rotation_vector#min";"android.sensor.game_rotation_vector#max";"android.sensor.game_rotation_vector#std";"android.sensor.gravity#mean";"android.sensor.gravity#min";"android.sensor.gravity#max";"android.sensor.gravity#std";"android.sensor.gyroscope#mean";"android.sensor.gyroscope#min";"android.sensor.gyroscope#max";"android.sensor.gyroscope#std";"android.sensor.gyroscope_uncalibrated#mean";"android.sensor.gyroscope_uncalibrated#min";"android.sensor.gyroscope_uncalibrated#max";"android.sensor.gyroscope_uncalibrated#std";"android.sensor.light#mean";"android.sensor.light#min";"android.sensor.light#max";"android.sensor.light#std";"android.sensor.linear_acceleration#mean";"android.sensor.linear_acceleration#min";"android.sensor.linear_acceleration#max";"android.sensor.linear_acceleration#std";"android.sensor.magnetic_field#mean";"android.sensor.magnetic_field#min";"android.sensor.magnetic_field#max";"android.sensor.magnetic_field#std";"android.sensor.magnetic_field_uncalibrated#mean";"android.sensor.magnetic_field_uncalibrated#min";"android.sensor.magnetic_field_uncalibrated#max";"android.sensor.magnetic_field_uncalibrated#std";"android.sensor.orientation#mean";"android.sensor.orientation#min";"android.sensor.orientation#max";"android.sensor.orientation#std";"android.sensor.pressure#mean";"android.sensor.pressure#min";"android.sensor.pressure#max";"android.sensor.pressure#std";"android.sensor.proximity#mean";"android.sensor.proximity#min";"android.sensor.proximity#max";"android.sensor.proximity#std";"android.sensor.rotation_vector#mean";"android.sensor.rotation_vector#min";"android.sensor.rotation_vector#max";"android.sensor.rotation_vector#std";"android.sensor.step_counter#mean";"android.sensor.step_counter#min";"android.sensor.step_counter#max";"android.sensor.step_counter#std";"sound#mean";"sound#min";"sound#max";"sound#std";"speed#mean";"speed#min";"speed#max";"speed#std";"target";"user"
"20";"7528";"159.0";"";"83.0";"9.89948355866";"6.76255502348";"15.5946688481";"2.83977790765";"0.92180630983";"0.909580099634";"0.937344550356";"0.00940475940246";"9.80665033734";"9.8066494047";"9.80665091385";"4.07729506118e-07";"1.83456339615";"0.329424214041";"3.51205557333";"1.06683836644";"1.58428616183";"0.291985583944";"3.27267658813";"1.01524908502";"1.0";"1.0";"1.0";"";"12.0929509884";"3.90513610057";"33.6048721566";"9.94345623025";"43.1370751917";"41.2760623177";"44.3515589004";"1.15166065028";"125.097886217";"121.218347694";"134.136703853";"6.07656581713";"299.537855747";"290.612464179";"305.317420879";"6.33084998446";"";"";"";"";"";"";"";"";"0.761913388391";"0.68712618146";"0.855705945162";"0.0510605221632";"1490.0";"1490.0";"1490.0";"";"89.7957957723";"89.7957957723";"89.7957957723";"0.0524283856338";"1.125";"1.0";"1.25";"0.176776695297";"Walking";"U1"
"21";"1204";"238.0";"";"100.0";"9.76491401908";"8.09991166408";"11.1785260396";"0.739418079628";"0.997470062878";"0.997161842251";"0.998074565336";"0.00041017984401";"9.80665035956";"9.80665015631";"9.80665074416";"3.33253315681e-07";"0.0279314442785";"0.00597184248527";"0.0602817925378";"0.0148528242863";"0.0428408517022";"0.033202946981";"0.0513971419499";"0.0096494374049";"58.0";"58.0";"58.0";"16.520189668";"0.16862300451";"0.16862300451";"0.16862300451";"0.487024632329";"79.5350453803";"78.2551070677";"80.9270229806";"0.976130400537";"168.381386326";"165.517134043";"170.318885117";"2.53147335942";"37.9394123356";"37.7856819596";"38.1331510496";"0.177155842282";"";"";"";"";"";"";"";"";"0.339335163889";"0.335829198337";"0.342841129441";"0.00495818403285";"";"";"";"";"";"";"";"";"33.875";"33.75";"34.0";"0.176776695297";"Car";"U1"
"24";"11656";"28.0";"";"54.0";"9.7303974709";"9.05071590701";"11.0034344512";"0.295130633061";"0.723544070204";"0.715147080903";"0.736945651793";"0.00805786417809";"9.80654848085";"9.80654848085";"9.80654848085";"1.88392338404e-05";"0.270307147257";"0.044572236708";"0.412518147175";"0.140345521348";"0.134245888624";"0.134245888624";"0.134245888624";"0.0840740131368";"2.0";"2.0";"2.0";"";"0.127391459126";"0.110974678048";"0.143808240203";"0.0232168344503";"40.4004370335";"40.4004370335";"40.4004370335";"4.40347981387";"261.406583978";"259.310632073";"262.869687595";"1.86201282726";"65.9505158639";"62.6967247948";"69.1959167851";"1.72285536546";"";"";"";"";"";"";"";"";"0.538070381804";"0.529355683827";"0.546785079781";"0.0123244440711";"";"";"";"";"84.1331898468";"83.7097098347";"84.3580974841";"0.366980758317";"0.993526";"0.993526";"0.993526";"";"Still";"U10"
"26";"6597";"70.0";"";"100.0";"8.53480660781";"3.97928408662";"14.5397828723";"3.69797101517";"0.983593331849";"0.965434075287";"0.990452818028";"0.0103904305075";"9.80665021875";"9.80664944477";"9.80665121046";"4.95351392634e-07";"1.24405010652";"0.27558380176";"3.03763831274";"0.813041532851";"1.28561727893";"0.464908486735";"2.39230690184";"0.661845432212";"4.5";"3.0";"6.0";"2.12132034356";"5.79444833255";"3.76617891813";"9.02808326331";"2.83047502293";"47.1306574639";"46.3489236103";"48.1080809162";"0.859782798641";"142.670624969";"142.670624969";"142.670624969";"0.258288068873";"381.398462282";"381.398462282";"381.398462282";"103.681809224";"";"";"";"";"5.0";"5.0";"5.0";"";"0.958244699255";"0.916672110681";"0.981473834843";"0.0218122780633";"1201.0";"1201.0";"1201.0";"";"89.7597266226";"89.7597266226";"89.7597266226";"";"1.5";"1.5";"1.5";"";"Walking";"U1"
"27";"432";"41.0";"";"100.0";"10.0256449244";"9.75475091193";"10.6685252075";"0.272659905708";"0.900078903905";"0.890403547683";"0.914165721062";"0.00848535767352";"9.80665017135";"9.80664960257";"9.80665071703";"3.39851740361e-07";"0.0296671630204";"0.00411888377867";"0.131832192579";"0.0319235520185";"0.0512741258979";"0.0316517534609";"0.103475318839";"0.0270069702027";"";"";"";"";"0.413857486891";"0.0616923756497";"0.878328422281";"0.360750857108";"38.4834595346";"37.7706703411";"39.6347952098";"0.704446056228";"130.262963983";"130.262963983";"130.262963983";"0.520237858393";"291.07440888";"275.371939277";"306.776878482";"22.2066454746";"";"";"";"";"";"";"";"";"0.977050842028";"0.976138140345";"0.978160290755";"0.000661842615185";"";"";"";"";"88.9821194047";"88.2586141706";"89.7056246387";"1.02319091446";"";"";"";"";"Bus";"U1"
"28";"11234";"75.0";"";"92.0";"9.76439107214";"9.31268511065";"10.0140708603";"0.127722180671";"0.656991572267";"0.610942464046";"0.676721608107";"0.021456165787";"9.80654227493";"9.80654227493";"9.80654227493";"1.67541102919e-05";"0.0763979838236";"0.0194711803597";"0.137931158519";"0.0593641777364";"0.710826682388";"0.710826682388";"0.710826682388";"1.21178235356";"27.0";"27.0";"27.0";"";"0.0883767488902";"0.0883767488902";"0.0883767488902";"0.194248032726";"51.5641666397";"51.5641666397";"51.5641666397";"0.874145457368";"263.601127661";"260.323274087";"266.878981235";"4.63558497982";"206.428300222";"201.904757071";"208.366058134";"1.39359968797";"";"";"";"";"";"";"";"";"0.991817330917";"0.99069551659";"0.992306067461";"0.000756439372172";"";"";"";"";"57.6504907591";"57.6504907591";"57.6504907591";"0.854010318254";"0.90623474";"0.90623474";"0.90623474";"";"Still";"U10"
"30";"1869";"495.0";"";"100.0";"9.93558183991";"9.24733927432";"10.4860866985";"0.27253211059";"0.358190087876";"0.352502159254";"0.362436673544";"0.00512169363373";"9.80665003829";"9.80664962376";"9.80665043882";"2.41430835915e-07";"0.0216035990516";"0.00610660474123";"0.0392517214552";"0.00866473413941";"0.0363643622809";"0.0216703062196";"0.0534467887316";"0.0160223108523";"4.5";"1.0";"8.0";"4.94974746831";"0.350339793552";"0.25382609772";"0.464318921177";"0.0987972731567";"55.8640654375";"54.5503105057";"57.5407373633";"0.908416871553";"165.566950671";"164.709614305";"166.424287036";"1.21245671561";"52.4067847449";"48.6610991047";"55.417271307";"3.4375651223";"";"";"";"";"";"";"";"";"0.458173725994";"0.406805045169";"0.490975464899";"0.035374905264";"";"";"";"";"86.6673331102";"86.6673331102";"86.6673331102";"1.5487868312";"0.0";"0.0";"0.0";"";"Car";"U1"
"31";"8219";"517.0";"";"51.0";"10.072685729";"10.0060705775";"10.1393008806";"0.0942080507815";"0.770167658119";"0.75880437617";"0.780871887471";"0.0115237392658";"9.80665016735";"9.80664977274";"9.80665045384";"2.29999985638e-07";"0.248017646089";"0.0235832911685";"1.12067908449";"0.30763755423";"0.350948892243";"0.112212492346";"0.630168255367";"0.237882701936";"2.0";"2.0";"2.0";"0.707106781187";"1.33954283341";"0.126053646789";"4.39808314169";"1.77036755448";"36.000573803";"36.000573803";"36.000573803";"1.77109997891";"92.3187595242";"91.8536973624";"92.7838216859";"0.657697216493";"274.793362466";"256.126955459";"285.114309106";"16.195730901";"";"";"";"";"5.0";"5.0";"5.0";"";"0.953037823724";"0.935268282126";"0.964674322019";"0.0124242823907";"6096.0";"6096.0";"6096.0";"";"89.765922812";"89.7504032084";"89.7814424156";"0.0219480339148";"0.0";"0.0";"0.0";"";"Walking";"U1"
"33";"19919";"260.0";"";"5.0";"11.0689491687";"9.76451291455";"14.0281256028";"1.2832040781";"0.943836368089";"0.93679910947";"0.956021332224";"0.0105946975398";"9.80665133496";"9.80665118139";"9.80665159907";"2.29738045934e-07";"0.615398648401";"0.0519646591321";"2.02835837014";"0.655962204127";"0.77845825456";"0.320856788284";"1.25307345775";"0.441447465693";"";"";"";"";"1.72131441249";"1.72131441249";"1.72131441249";"0.852303664368";"39.0611582957";"34.0900038213";"44.5180235685";"3.79703887448";"53.4558534244";"36.378865774";"66.9125478703";"13.3823507983";"258.020318213";"166.195530081";"308.596876052";"62.9160800783";"1011.9184";"1011.9184";"1011.9184";"0.00660437733633";"";"";"";"";"0.955201994901";"0.955201994901";"0.955201994901";"0.0309676109777";"29514.0";"29514.0";"29514.0";"";"77.0642266901";"77.0642266901";"77.0642266901";"4.54934909866";"1.19105";"1.19105";"1.19105";"";"Walking";"U3"
"35";"11663";"35.0";"";"54.0";"9.73038508563";"9.32240007841";"10.2210419843";"0.136865673234";"0.796485875641";"0.787415975147";"0.809454213968";"0.00663809798092";"9.80658317937";"9.80657183974";"9.806594519";"1.60366585375e-05";"0.0697206347794";"0.0264864870489";"0.148554588788";"0.0553403769189";"0.0857593006413";"0.0475220200323";"0.111552759749";"0.0337804740543";"2.0";"2.0";"2.0";"";"0.180260256296";"0.180260256296";"0.180260256296";"0.0972662935188";"41.3979826652";"41.3979826652";"41.3979826652";"4.40347981387";"264.730383185";"264.730383185";"264.730383185";"0.370485469534";"72.7122133045";"70.6397024442";"74.8375848087";"1.13603540036";"";"";"";"";"";"";"";"";"0.595625362675";"0.592118371442";"0.599132353909";"0.00495963456554";"";"";"";"";"84.3823273599";"84.2708863708";"84.4937683491";"0.157601358326";"0.0";"0.0";"0.0";"";"Still";"U10"
"37";"416";"25.0";"";"100.0";"9.39532814558";"6.3410075235";"10.9086835103";"1.24231739624";"0.944918716951";"0.936083321845";"0.949771816545";"0.00468472529085";"9.80665026747";"9.8066498594";"9.80665068331";"2.4318516101e-07";"0.244124973923";"0.0402807095025";"0.72054039902";"0.200234337461";"0.198893363336";"0.117703048377";"0.351197462821";"0.131995409604";"";"";"";"";"2.43762164896";"1.33716205786";"4.1367581095";"1.49273072206";"38.2508467855";"36.9712320097";"39.4954593373";"0.918284421223";"128.661836052";"128.661836052";"128.661836052";"0.303623240806";"299.995326521";"299.995326521";"299.995326521";"4.4549984837";"";"";"";"";"";"";"";"";"0.976778155208";"0.973136983333";"0.97812462368";"0.00154182806457";"";"";"";"";"89.7766526876";"89.7766526876";"89.7766526876";"0.0165556721873";"";"";"";"";"Bus";"U1"
"38";"8292";"69.0";"";"100.0";"9.66800996523";"4.85396314906";"15.9664575542";"3.59750474525";"0.766797692292";"0.692695354656";"0.838374479592";"0.0544284308758";"9.80665013364";"9.80664938764";"9.80665080364";"4.55527911678e-07";"1.42934576729";"0.383322388811";"3.17644946496";"0.81500891082";"1.54006499352";"0.394781194358";"3.08452836378";"1.01658322683";"";"";"";"";"4.1463289829";"2.03778546804";"6.37949781673";"1.79841393075";"45.5206512137";"44.6569052992";"46.252462539";"0.714204501142";"160.972982637";"158.228953391";"163.717011884";"3.88064337595";"190.481093705";"184.735701581";"194.014452177";"4.01060909477";"";"";"";"";"";"";"";"";"0.953692188124";"0.94325163346";"0.961286617262";"0.0075109497412";"542.0";"542.0";"542.0";"";"89.6888441528";"89.6888441528";"89.6888441528";"0.00761742829526";"0.75";"0.75";"0.75";"";"Walking";"U1"
"42";"12212";"269.0";"";"100.0";"9.84426111111";"9.65153073194";"10.0013323255";"0.0680073112728";"0.486840839518";"0.485189551329";"0.488462299236";"0.00107388903081";"9.80660858072";"9.80660858072";"9.80660858072";"1.09302963951e-05";"0.0564291597404";"0.011845117064";"0.137367281974";"0.0702151536085";"0.0440438533168";"0.0179972141096";"0.0651194949376";"0.0174267860572";"135.0";"135.0";"135.0";"";"0.0917316185707";"0.0917316185707";"0.0917316185707";"0.028498354515";"45.6516617304";"45.6516617304";"45.6516617304";"1.25799592193";"242.612778807";"241.751211864";"243.89862456";"1.13483686174";"91.1522004717";"90.9878367553";"91.2476049001";"0.104032942939";"";"";"";"";"";"";"";"";"0.701652308551";"0.701648754343";"0.701655862759";"5.02640915713e-06";"9242.0";"9242.0";"9242.0";"";"82.8746564628";"82.8746564628";"82.8746564628";"6.30825669765";"0.0";"0.0";"0.0";"";"Still";"U10"
"43";"223";"39.0";"";"15.0";"9.66524709086";"8.73082062778";"10.9442072988";"0.496074762922";"0.630155888632";"0.627229853332";"0.633081923932";"0.00413803880524";"9.80664995698";"9.80664926918";"9.80665027141";"3.14273266514e-07";"0.0697946951277";"0.016184577034";"0.262437977046";"0.0505212286539";"0.102286029335";"0.0447392513828";"0.257558832778";"0.0878145960375";"1.5";"1.0";"2.0";"0.707106781187";"1.38717811337";"0.623543980023";"1.92064690967";"0.678491756996";"46.4345753067";"44.5659856805";"47.7382496482";"1.10018556307";"153.935241217";"153.533953605";"154.33652883";"0.56750638401";"141.664166918";"138.659479276";"142.892809455";"1.52500246674";"";"";"";"";"";"";"";"";"0.871737799026";"0.870519604577";"0.873758530633";"0.00102110314803";"";"";"";"";"89.7859479833";"89.7859479833";"89.7859479833";"0.0141616188072";"6.75";"6.75";"6.75";"";"Bus";"U1"
"46";"2398";"111.0";"";"85.0";"9.59483732775";"8.84849548924";"10.8010257399";"0.599259222973";"0.788817185854";"0.784369280043";"0.79205047846";"0.00246990722085";"9.80665041649";"9.80664986239";"9.80665103151";"4.02214130346e-07";"0.0700818043205";"0.00853195546677";"0.191231755244";"0.0527584070903";"0.104441778007";"0.0372730557395";"0.245392771965";"0.0778772672613";"";"";"";"";"0.893497620811";"0.785988111722";"0.947709738707";"0.0931070893633";"164.979814273";"162.410935457";"166.751483051";"1.44611190633";"200.381613205";"195.527784844";"202.755557834";"2.61241809617";"88.7160437637";"88.2643827506";"89.1103296069";"0.425881971339";"";"";"";"";"";"";"";"";"0.62691741484";"0.621838504621";"0.631752697739";"0.00324800527542";"";"";"";"";"89.7667831585";"89.7667831585";"89.7667831585";"0.00339146955761";"36.25";"36.25";"36.25";"";"Car";"U1"
"49";"14599";"17.0";"";"100.0";"10.4136235034";"3.32438745716";"14.6085355752";"4.03183530328";"0.995565251037";"0.995565251037";"0.995565251037";"0.00418203865019";"9.80665039326";"9.80665004952";"9.80665098556";"4.09183404452e-07";"0.597423225122";"0.339193499042";"0.912421216767";"0.167045640237";"0.619693015465";"0.471297195664";"0.70935531933";"0.107886345603";"1.0";"0.0";"2.0";"1.41421356237";"4.22392584314";"2.085425942";"6.20013513342";"1.40995420998";"47.3849759046";"37.3646901103";"58.7790895721";"11.5256020625";"91.5762722247";"87.0721278853";"94.3981492793";"3.34967640736";"365.440150855";"360.976991049";"368.412020394";"3.21525855442";"1023.3276";"1023.3276";"1023.3276";"0.0141704198951";"";"";"";"";"0.934641915757";"0.931710244826";"0.937573586687";"0.00414600879033";"1586.0";"1586.0";"1586.0";"";"77.2211248915";"77.2211248915";"77.2211248915";"";"";"";"";"";"Walking";"U2"
